communityName,state,population,popDens,numbUrban,pctUrban,medIncome,medRent,PctHousOccup,PctHousOwnOcc,PersPerOwnOccHous,PersPerRentOccHous,burglPerPop,larcPerPop,robbPerPop,theftComb
Kirkwoodcity,MO,27291,2921.9,27291,100.0,42113,558,95.84,77.96,2.55,1.9,347.0,1815.63,59.59,2222.2200000000003
FountainValleycity,CA,53691,5813.2,53691,100.0,56255,893,96.6,75.15,3.18,2.73,706.79,3535.74,157.86,4400.389999999999
Franklincity,TN,20098,760.1,0,0.0,32348,478,89.48,54.62,2.73,2.26,610.44,3596.56,108.87,4315.87
Martinsburgcity,WV,14073,3009.6,0,0.0,22193,355,90.55,52.32,2.43,2.16,1349.37,6192.38,133.6,7675.35
Bartowcity,FL,14716,1653.5,0,0.0,25751,346,91.28,67.38,2.55,2.66,1688.23,6936.87,335.02,8960.12
Kingstonborough,PA,14507,6527.6,14507,100.0,25482,373,95.18,56.05,2.55,1.9,238.65,2654.04,28.93,2921.62
Tiftoncity,GA,14215,1793.9,0,0.0,20429,309,90.95,49.49,2.64,2.46,1201.6,5747.66,327.1,7276.360000000001
Gilroycity,CA,31487,2962.6,0,0.0,40955,659,97.39,56.81,3.19,3.36,1201.57,3619.52,118.38,4939.47
Bristolborough,PA,10405,5793.4,10405,100.0,26265,468,95.53,59.69,2.87,2.21,544.73,3019.11,249.28,3813.1200000000003
Margatecity,FL,42985,4692.7,42985,100.0,28465,627,87.45,78.25,2.26,2.26,1114.71,3178.06,118.32,4411.09
Muskegoncity,MI,40283,2704.3,40283,100.0,18748,343,92.2,54.64,2.57,2.32,2787.23,7145.48,347.49,10280.199999999999
Caldwellcity,ID,18400,1996.5,0,0.0,20831,309,94.0,61.78,2.71,2.54,898.23,4417.98,20.32,5336.529999999999
FortLeeborough,NJ,31997,12212.6,31997,100.0,46395,728,90.44,58.44,2.16,2.02,1399.19,1594.64,161.33,3155.16
Summittownship,MI,21130,695.4,17915,84.78,35151,445,96.86,80.41,2.67,2.32,267.16,1004.15,27.64,1298.95
NorthRichlandHillscity,TX,45895,2430.4,45895,100.0,38354,478,93.27,62.76,2.88,2.42,688.31,2953.2,77.86,3719.37
Wataugacity,TX,20009,4728.0,20009,100.0,41096,697,95.03,83.23,3.17,3.47,448.87,1609.15,71.99,2130.0099999999998
Gloucestercity,MA,28716,1067.4,28716,100.0,32690,571,88.22,57.75,2.69,2.14,721.22,1627.02,13.67,2361.91
FortWaynecity,IN,173072,2666.3,173072,100.0,26344,382,90.23,59.63,2.63,2.13,1096.31,5414.49,298.4,6809.199999999999
PriorLakecity,MN,11482,847.8,11482,100.0,45489,566,93.39,82.03,3.06,2.43,193.96,2543.83,22.38,2760.17
Claremontcity,CA,32503,2850.1,32503,100.0,53479,702,96.69,69.81,2.87,2.26,1277.12,3166.55,160.37,4604.04
Brooklyncity,OH,11706,2638.6,11706,100.0,26818,380,98.4,64.85,2.52,1.8,88.37,2730.65,97.21,2916.23
Murraycity,UT,31282,3167.5,31282,100.0,28950,392,94.86,60.97,2.95,2.21,1201.78,7389.49,85.0,8676.27
Jacksonvillecity,AR,29101,1429.9,29101,100.0,25009,389,90.49,47.11,2.77,2.85,928.0,4412.99,160.23,5501.219999999999
Torringtontown,CT,33687,817.2,0,0.0,35230,511,91.57,62.7,2.58,2.04,805.0,1852.67,29.6,2687.27
OceanSpringscity,MS,14658,1516.1,14643,100.0,31161,384,92.61,66.55,2.79,2.3,964.84,3105.59,78.39,4148.820000000001
BrokenArrowcity,OK,58043,1388.3,58043,100.0,37601,482,94.3,74.34,3.04,2.83,584.12,2159.44,22.7,2766.2599999999998
MountMorristownship,MI,25198,774.3,20225,80.26,26634,423,95.31,77.22,2.73,3.15,1506.26,2738.3,270.35,4514.910000000001
Cantoncity,OH,84161,4017.0,84161,100.0,19807,298,91.58,57.33,2.56,2.29,2010.43,4623.99,635.06,7269.48
Amherstcity,OH,10332,1417.6,10332,100.0,37695,372,97.75,83.4,2.79,2.17,251.14,2897.12,71.76,3220.02
SierraMadrecity,CA,10762,3458.2,10762,100.0,46502,692,95.09,60.9,2.53,1.92,372.33,779.29,17.32,1168.9399999999998
Kennercity,LA,72033,4596.3,72033,100.0,30389,449,91.92,58.83,3.11,2.49,1461.55,4759.57,339.48,6560.6
Bouldercity,CO,83312,3565.8,83312,100.0,29407,521,95.62,46.15,2.38,2.01,1079.29,5012.37,45.59,6137.25
MiamiSpringscity,FL,13268,4364.5,13268,100.0,31461,491,95.36,63.55,2.67,2.33,2229.21,4201.2,614.46,7044.87
UpperAllentownship,PA,13347,973.0,11894,89.11,43598,500,97.84,76.2,2.69,1.99,206.28,1215.56,0.0,1421.84
Sangercity,CA,16839,3528.7,0,0.0,24470,404,98.05,56.19,3.3,3.66,1486.33,2512.34,44.37,4043.04
Enterprisecity,AL,20123,625.9,0,0.0,26276,361,90.2,63.0,2.67,2.51,895.4,2602.25,88.61,3586.26
Portagecity,IN,29060,1346.9,29060,100.0,33118,432,96.83,70.69,2.86,2.46,705.6,2311.55,41.51,3058.6600000000003
PleasantHillcity,CA,31585,4489.1,31585,100.0,46885,759,95.25,62.17,2.59,2.08,1305.28,3981.88,182.42,5469.58
Hinesvillecity,GA,21603,1689.3,0,0.0,24584,436,93.37,43.88,3.02,2.76,819.82,4810.1,130.59,5760.51
Juneaucity,AK,26751,10.0,0,0.0,47924,653,93.08,58.21,2.83,2.42,443.0,2966.01,10.38,3419.3900000000003
Pottsvillecity,PA,16603,3811.2,0,0.0,21135,270,92.27,63.34,2.64,1.97,342.75,1491.28,18.04,1852.07
ElCentrocity,CA,31384,4849.2,0,0.0,25147,431,94.63,52.54,3.31,3.09,2165.05,4486.26,217.03,6868.34
Boonecity,IA,12392,1351.7,0,0.0,24296,294,95.39,67.95,2.51,2.05,423.99,3030.78,0.0,3454.7700000000004
Garlandcity,TX,180650,3040.6,180635,100.0,37274,494,90.8,64.24,2.91,2.75,1274.54,3824.13,148.07,5246.74
Janesvillecity,WI,52133,2139.5,52133,100.0,31583,408,96.38,65.56,2.71,2.2,1189.81,5038.38,45.36,6273.55
WestGoshentownship,PA,18082,1464.3,18059,99.87,51265,615,95.31,71.23,3.05,1.99,293.64,2392.6,21.75,2707.99
Ashevillecity,NC,61607,1701.7,61654,100.0,22267,365,90.96,56.64,2.33,2.01,1755.43,5062.92,217.14,7035.490000000001
Winchestercity,KY,15799,2697.9,0,0.0,21543,317,94.07,57.57,2.59,2.46,483.73,2466.41,35.83,2985.97
Angletoncity,TX,17140,1703.8,0,0.0,32098,371,88.81,64.25,2.91,2.67,819.41,3004.52,99.8,3923.73
Carmelcity,IN,25380,1945.1,25380,100.0,54505,560,94.46,71.23,3.06,1.99,145.16,1483.16,9.47,1637.7900000000002
Pacificacity,CA,37670,2877.3,37670,100.0,47533,839,97.09,66.72,2.97,2.5,418.08,1589.22,52.89,2060.19
Wyandottecity,MI,30938,5625.1,30938,100.0,28312,412,96.08,70.03,2.67,2.09,343.57,2303.96,57.26,2704.7900000000004
Wolcotttown,CT,13700,647.3,8684,63.39,48507,635,95.2,89.02,3.02,2.2,598.41,1831.29,43.26,2472.96
BeechGrovecity,IN,13383,3118.1,13383,100.0,29549,433,95.33,60.86,2.61,2.06,600.9,2852.36,76.06,3529.32
Huntingtoncity,WV,54844,3553.0,54844,100.0,18276,311,87.8,57.07,2.36,2.02,1458.35,4186.05,153.8,5798.2
Bellevilletownship,NJ,34213,9872.2,34213,100.0,38507,615,95.13,53.25,2.85,2.21,925.95,1791.52,175.41,2892.88
Georgetowncity,KY,11414,2430.6,0,0.0,22677,340,92.85,54.68,2.62,2.34,1173.58,5346.32,84.38,6604.28
Youngstowncity,OH,95706,2747.9,95706,100.0,17060,300,90.77,64.62,2.57,2.43,2214.17,2860.74,836.42,5911.33
Cheyennecity,WY,50008,2569.3,50008,100.0,28117,365,92.61,63.86,2.6,2.17,477.33,4114.63,31.45,4623.41
SouthWindsortown,CT,22090,762.4,19020,86.1,57606,836,97.59,89.4,2.86,2.31,402.44,1248.02,22.61,1673.07
Connersvillecity,IN,15550,2014.2,0,0.0,21989,304,93.82,62.71,2.48,2.32,639.03,3792.4,5.97,4437.400000000001
Spencercity,IA,11066,1067.0,0,0.0,24573,264,95.29,61.63,2.59,1.97,80.41,1813.8,0.0,1894.21
Phillipsburgtown,NJ,15757,4716.0,15757,100.0,27289,489,93.15,58.47,2.67,2.35,508.57,1444.09,25.11,1977.7699999999998
GarfieldHeightscity,OH,31739,4237.5,31739,100.0,28694,408,96.02,80.82,2.6,2.18,578.97,1552.41,143.15,2274.53
Lindenwoldborough,NJ,18734,4583.1,18734,100.0,31793,531,93.14,44.47,2.75,2.05,1415.73,2863.76,253.0,4532.49
Roselleborough,NJ,20314,7422.5,20314,100.0,40431,546,96.28,62.04,2.99,2.14,744.75,1716.8,227.29,2688.84
FrontRoyaltown,VA,11880,1238.5,0,0.0,26777,411,94.3,60.33,2.57,2.37,516.38,3356.45,73.77,3946.6
Minneapoliscity,MN,368383,6472.9,368383,100.0,25324,424,93.06,49.69,2.41,1.97,2616.09,5577.72,888.43,9082.240000000002
Moorheadcity,MN,32295,3093.5,32295,100.0,24265,343,96.11,60.24,2.81,2.18,581.13,4151.81,11.98,4744.92
WhitefishBayvillage,WI,14272,6430.0,14272,100.0,53539,605,98.21,84.01,2.74,2.0,253.88,2016.93,21.16,2291.97
Auburncity,AL,33830,1004.9,33830,100.0,12931,358,91.62,36.98,2.58,2.02,1131.37,3991.59,55.32,5178.28
Pleasantvillecity,NJ,16027,2663.9,16027,100.0,30037,625,87.19,55.52,2.83,2.43,1893.83,3222.42,530.27,5646.52
Columbiacity,TN,28583,937.6,0,0.0,25238,379,92.79,61.29,2.54,2.38,1748.79,3785.29,172.06,5706.14
Grahamcity,NC,10426,1422.8,10426,100.0,24509,362,94.97,60.91,2.43,2.18,1225.95,3579.42,98.43,4903.8
Burlingtoncity,VT,39127,3580.2,39127,100.0,25523,493,94.83,40.24,2.52,2.14,1593.58,5832.01,23.13,7448.72
Lompoccity,CA,37649,3233.3,37649,100.0,31702,514,94.29,51.86,2.75,2.88,963.47,3297.86,115.04,4376.37
Gardenacity,CA,49847,9109.5,49847,100.0,33063,646,95.21,46.62,2.71,2.69,1464.27,2234.54,1188.9,4887.71
SanRamoncity,CA,35303,2992.8,35303,100.0,63607,903,94.93,69.16,3.0,2.19,431.38,1959.9,27.43,2418.71
Monroecity,LA,54909,2025.3,54909,100.0,16223,300,88.53,51.88,2.66,2.67,1823.85,7589.8,221.23,9634.88
Cookevillecity,TN,21744,1022.8,0,0.0,20646,317,92.23,50.29,2.37,2.09,603.64,2626.87,29.14,3259.6499999999996
Orangecity,TX,19381,873.0,0,0.0,22664,336,86.57,60.86,2.62,2.55,2110.97,8261.41,463.63,10836.009999999998
Palmdalecity,CA,68842,856.1,68582,99.51,41974,580,89.97,70.28,3.2,2.97,981.31,1800.03,240.52,3021.86
Bellcity,CA,34365,12958.1,34365,100.0,22515,548,95.87,30.43,3.78,3.78,655.22,789.05,462.83,1907.1
Bridgetoncity,NJ,18942,2937.8,0,0.0,21897,424,94.16,52.1,2.7,2.74,2497.91,5157.82,705.48,8361.21
LowerSalfordtownship,PA,10735,717.3,7784,72.27,45262,628,97.0,68.58,3.11,2.31,183.2,943.48,0.0,1126.68
Oceansidecity,CA,128398,3047.5,128398,100.0,33453,651,91.45,58.43,2.62,2.85,1365.64,2399.91,303.48,4069.03
ForrestCitycity,AR,13364,934.3,0,0.0,13704,278,91.55,52.19,2.77,2.7,1983.86,7624.55,288.7,9897.11
Shawneecity,OK,26017,601.0,0,0.0,19002,322,87.72,64.32,2.41,2.34,1354.72,3639.93,49.91,5044.5599999999995
Tracycity,CA,33558,3378.8,0,0.0,40256,598,92.07,60.04,3.03,2.9,805.14,3187.21,60.05,4052.4
UniversityCitycity,MO,40087,6580.3,40087,100.0,32150,488,93.51,58.75,2.66,2.03,1512.17,3595.65,318.48,5426.299999999999
Boonetown,NC,12915,2272.2,0,0.0,13109,383,89.39,34.07,2.34,2.01,393.67,2440.77,7.16,2841.6
Middletowncity,NY,24160,4708.8,0,0.0,30194,578,92.77,50.22,2.73,2.55,1066.62,3975.6,165.65,5207.869999999999
Eulesscity,TX,38149,2295.9,38149,100.0,34950,455,90.3,45.34,2.78,2.2,940.69,2957.14,76.14,3973.97
SanDiegocity,CA,1110549,3308.5,1109990,99.95,33686,602,94.06,48.3,2.71,2.53,1259.58,3270.25,401.72,4931.55
Marshallcity,MO,12711,1279.8,0,0.0,21496,326,91.28,65.66,2.45,2.31,311.4,1565.0,15.97,1892.3700000000001
Logantownship,PA,12381,256.2,8435,68.13,25500,352,93.86,82.64,2.68,2.27,333.57,2025.26,31.77,2390.6
Grandviewcity,MO,24967,1634.8,24967,100.0,32779,391,89.88,62.27,2.87,2.29,1156.52,1738.69,214.89,3110.1
SanAntoniocity,TX,935933,2712.7,935927,100.0,23584,369,89.42,53.99,3.01,2.55,1786.78,6129.01,297.93,8213.72
Chicagocity,IL,2783726,11945.9,2783726,100.0,26301,445,90.48,41.48,2.94,2.47,1660.84,4411.72,1279.69,7352.25
GrandHavencity,MI,11951,1995.8,0,0.0,28989,441,91.45,68.38,2.54,2.14,642.02,5143.87,7.74,5793.629999999999
Plainfieldtown,CT,14363,328.0,0,0.0,34588,517,93.52,67.77,3.01,2.47,406.17,660.88,27.54,1094.59
SantaRosacity,CA,113313,3245.3,113313,100.0,35237,638,95.77,57.87,2.47,2.41,1314.33,4262.87,167.59,5744.79
Placentiacity,CA,41259,6042.6,41259,100.0,50945,799,97.35,65.21,3.02,3.16,714.98,1788.61,101.81,2605.4
Brookfieldcity,WI,35184,1265.5,35184,100.0,57132,781,97.43,91.54,2.98,2.32,557.79,3077.25,29.64,3664.68
DeWitttownship,MI,10448,303.2,4192,40.12,35828,431,96.4,81.04,2.65,2.28,456.49,1956.4,55.9,2468.7900000000004
LaMarquecity,TX,14120,956.1,14120,100.0,27914,403,88.83,72.99,2.62,2.79,1268.18,3021.05,106.23,4395.46
EastChicagocity,IN,33892,2731.5,33892,100.0,19391,286,89.9,45.41,2.97,2.63,1943.37,3530.91,444.03,5918.3099999999995
Texarkanacity,TX,31656,1451.3,31656,100.0,21745,361,87.16,57.72,2.51,2.42,1817.3,5956.88,308.43,8082.610000000001
BuenaParkcity,CA,68784,6257.6,68784,100.0,41435,727,95.73,56.17,3.1,3.05,1360.97,2875.29,277.95,4514.21
NorthMankatocity,MN,10164,2487.5,0,0.0,32073,393,97.28,70.68,2.92,2.02,130.41,2495.22,0.0,2625.6299999999997
PuntaGordacity,FL,10747,736.1,10878,100.0,34158,434,73.9,79.73,2.04,2.1,594.17,2702.26,170.93,3467.36
Oskaloosacity,IA,10632,1857.4,0,0.0,21568,287,93.51,65.07,2.45,2.1,341.79,1475.09,0.0,1816.8799999999999
EaglePasscity,TX,20651,4190.5,0,0.0,13060,239,92.29,57.34,3.63,3.32,1460.92,7651.11,59.07,9171.099999999999
Richmondcity,VA,203056,3259.7,203056,100.0,23551,413,90.65,46.3,2.39,2.12,2501.32,5696.27,776.83,8974.42
Uniontownship,NJ,50024,5298.9,50024,100.0,42665,630,97.66,76.95,2.72,2.06,794.84,2951.43,272.74,4019.01
Woodburycity,MN,20075,553.6,19479,97.03,51014,668,91.86,79.8,3.02,2.22,696.62,2354.9,13.59,3065.11
Westlandcity,MI,84724,3996.4,84724,100.0,34995,512,95.93,60.21,2.87,2.01,777.17,3141.34,112.02,4030.53
MountPleasanttown,WI,20084,541.7,15975,79.48,38920,426,96.35,73.96,2.76,2.0,678.77,2563.75,100.9,3343.42
PortNechescity,TX,12974,1373.8,12974,100.0,36171,386,94.11,76.1,2.68,2.46,814.72,2531.46,36.37,3382.55
GoldenValleycity,MN,20971,1979.1,20971,100.0,46212,522,96.96,80.73,2.6,1.84,667.34,2112.44,43.21,2822.9900000000002
SouthWhitehalltownship,PA,18261,1027.8,15519,84.98,43968,501,97.49,84.71,2.74,1.99,436.14,3876.8,43.08,4356.02
Duartecity,CA,20688,2768.7,20688,100.0,37695,665,96.63,69.28,3.19,2.76,864.13,1435.79,186.12,2486.04
Canyoncity,TX,11365,2214.5,0,0.0,23184,329,87.66,54.85,2.62,2.19,308.93,1552.98,0.0,1861.91
WestColumbiacity,SC,10588,2102.5,10588,100.0,23038,381,90.35,56.63,2.31,2.27,2235.97,8275.58,511.55,11023.099999999999
Livingstontownship,NJ,26609,1850.4,26609,100.0,74401,1001,98.64,95.01,3.01,3.19,270.27,2613.85,14.81,2898.93
Warringtontownship,PA,12169,852.9,10503,86.31,47284,697,94.3,71.79,3.1,2.35,468.61,1430.07,8.08,1906.7599999999998
PleasantGrovecity,UT,13476,1897.0,13537,100.0,31633,382,97.63,79.16,4.0,3.39,521.86,2002.82,14.1,2538.7799999999997
BoulderCitycity,NV,12567,361.5,0,0.0,34255,581,92.73,74.05,2.43,2.51,785.63,1753.11,14.55,2553.29
Syracusecity,NY,163860,6300.5,163860,100.0,21242,409,90.83,41.06,2.56,2.16,1769.39,3983.63,351.5,6104.52
Cupertinocity,CA,40263,3771.4,40263,100.0,64587,957,95.66,62.97,2.76,2.33,981.24,2675.68,100.22,3757.14
Turlockcity,CA,42198,4248.7,0,0.0,27293,460,95.38,52.53,2.86,2.74,1787.82,4646.62,145.94,6580.379999999999
Passaiccity,NJ,58041,18056.6,58041,100.0,26669,532,95.49,28.08,3.28,2.98,1034.94,3308.95,678.12,5022.009999999999
FortAtkinsoncity,WI,10227,2287.1,0,0.0,28892,359,97.86,66.94,2.76,2.09,557.97,4268.89,17.71,4844.570000000001
Concordcity,CA,111348,3646.5,111348,100.0,41675,677,95.94,60.94,2.68,2.55,1426.4,4308.54,186.75,5921.6900000000005
Hartfordtown,CT,139739,7794.8,139739,100.0,22140,504,91.74,23.61,2.76,2.49,2921.19,7104.9,1000.84,11026.93
Cumrutownship,PA,13142,614.6,9929,75.55,37161,535,95.38,69.56,2.61,1.88,326.51,2295.93,41.46,2663.8999999999996
Danvillecity,KY,12420,2154.8,0,0.0,21119,297,93.95,58.1,2.39,2.21,988.07,3055.41,30.4,4073.88
Auroracity,CO,222103,1617.6,221603,99.77,33214,455,89.23,58.69,2.64,2.21,1179.6,4668.1,300.07,6147.77
Cheshiretown,CT,25684,753.4,21231,82.66,58250,696,97.09,85.17,2.95,2.1,472.99,1530.47,15.38,2018.8400000000001
Birminghamcity,MI,19997,4038.2,19997,100.0,57573,773,93.4,73.75,2.35,1.74,339.49,2648.04,53.35,3040.8799999999997
WestHempfieldtownship,PA,12942,661.1,11120,86.68,38527,453,97.33,79.84,2.87,2.63,227.93,1367.57,7.6,1603.1
NorthPalmBeachvillage,FL,11343,3308.9,11343,100.0,38464,648,82.01,77.58,2.13,1.74,1370.97,2437.28,107.53,3915.78
TwentyninePalms-MorongoValle,CA,58362,16.3,0,0.0,21603,422,70.5,63.37,2.34,2.78,2579.37,2841.27,222.22,5642.86
MountainBrookcity,AL,19810,1646.4,19810,100.0,65372,474,96.81,83.15,2.7,1.63,320.12,1590.74,29.55,1940.41
Stuttgartcity,AR,10420,1790.4,0,0.0,20618,307,91.76,66.08,2.57,2.44,1975.71,4529.68,163.84,6669.2300000000005
Conwaycity,AR,26481,1061.6,0,0.0,22291,354,93.08,55.06,2.65,2.19,546.91,4157.09,72.73,4776.73
HazelParkcity,MI,20051,6866.8,20051,100.0,26615,457,93.64,70.9,2.82,2.58,1040.13,4270.86,299.43,5610.42
Waterburytown,CT,108961,3682.4,108961,100.0,30533,492,91.44,49.02,2.65,2.31,1753.23,4788.31,278.2,6819.740000000001
Westwoodborough,NJ,10446,4347.4,10446,100.0,46866,796,96.03,63.36,2.95,1.8,366.9,1651.06,28.97,2046.93
Caledoniatown,WI,20999,445.5,15851,75.48,43244,448,97.34,82.9,3.07,2.23,338.28,1300.41,21.97,1660.66
Watertowntown,CT,20456,677.2,17583,85.96,45763,562,96.44,78.16,2.97,2.19,490.99,2273.81,23.83,2788.63
Aikencity,SC,19872,1409.8,19872,100.0,33273,418,90.71,66.18,2.54,2.38,1052.42,3557.42,16.01,4625.85
Saralandcity,AL,11751,995.2,11751,100.0,30147,346,95.48,76.16,2.81,2.52,973.08,4751.87,72.98,5797.929999999999
Walltownship,NJ,20244,638.3,16012,78.96,46301,702,93.26,82.13,2.83,2.18,505.17,1539.12,33.05,2077.34
Rocklincity,CA,19033,1456.9,19033,100.0,40417,653,93.44,66.93,2.77,2.55,671.75,1776.16,30.36,2478.27
Albanycity,OR,29462,2476.6,0,0.0,24474,396,95.65,51.92,2.58,2.34,1038.61,6995.15,80.37,8114.129999999999
Mentorcity,OH,47358,1707.4,47358,100.0,42095,558,97.43,85.88,2.89,2.41,354.03,2239.55,29.83,2623.41
Millvillecity,NJ,25992,592.4,25992,100.0,31266,478,94.98,63.15,2.78,2.48,1552.6,3401.46,258.77,5212.83
Tacomacity,WA,176664,3549.2,176664,100.0,25333,413,93.07,52.71,2.58,2.29,2104.0,6102.41,545.48,8751.89
Hollistontown,MA,12926,666.9,11289,87.34,58018,684,97.08,86.72,3.14,2.17,171.64,619.4,0.0,791.04
Jonesborocity,AR,46535,612.9,0,0.0,23318,344,92.01,59.93,2.58,2.29,1559.7,3428.2,145.55,5133.45
Lauderhillcity,FL,49708,6533.6,49708,100.0,26722,575,80.43,57.89,2.32,2.35,1490.05,3341.73,363.52,5195.299999999999
Hampdentownship,PA,20384,1107.2,18516,90.84,44250,539,95.51,82.18,2.79,2.22,274.92,1929.29,14.47,2218.68
Minotcity,ND,34544,2514.9,0,0.0,23727,322,92.85,60.19,2.68,1.95,520.86,3395.46,14.08,3930.4
Jaspercity,AL,13553,571.7,0,0.0,22476,310,92.18,67.61,2.51,2.25,1217.68,5171.55,143.26,6532.490000000001
WestDesMoinescity,IA,31702,1708.2,31695,100.0,41045,526,94.92,62.22,2.73,1.88,561.29,2715.56,16.04,3292.89
Somervilleborough,NJ,11632,4755.5,11632,100.0,39667,680,93.67,49.47,2.78,2.14,611.95,3810.38,106.07,4528.4
Willmarcity,MN,17531,1588.8,0,0.0,22279,306,95.6,61.29,2.77,2.03,632.0,4375.77,37.49,5045.26
Englewoodcity,CO,29387,4344.6,29387,100.0,25422,424,88.89,51.83,2.36,2.0,1147.95,5581.73,163.99,6893.669999999999
Edisontownship,NJ,88680,2836.3,88680,100.0,50075,700,96.77,66.9,2.94,2.3,722.96,2339.88,89.83,3152.67
SouthDaytonacity,FL,12482,3402.9,12482,100.0,24864,468,89.59,63.19,2.25,2.28,1463.53,2463.21,87.97,4014.7099999999996
Paramusborough,NJ,25067,2308.3,25101,100.0,58995,1001,98.53,91.08,3.07,3.04,953.62,9868.63,94.97,10917.22
Sudburytown,MA,14358,568.7,12973,90.35,79092,632,97.68,90.51,3.07,2.34,329.19,1081.63,6.72,1417.5400000000002
Lovelandcity,CO,37352,1685.9,0,0.0,30548,400,95.5,63.81,2.73,2.44,381.7,2765.14,17.75,3164.5899999999997
Brunswicktown,ME,20906,431.3,0,0.0,30896,478,94.07,60.17,2.53,2.38,474.09,1692.5,18.96,2185.55
PresqueIslecity,ME,10550,134.4,0,0.0,23053,370,93.49,59.38,2.63,2.18,248.95,2967.54,0.0,3216.49
Chanhassencity,MN,11732,550.5,11732,100.0,52011,508,94.52,85.36,3.05,2.12,261.9,1329.14,6.55,1597.59
SuisunCitycity,CA,22686,6151.3,22686,100.0,40865,610,95.22,65.58,3.43,3.31,1047.39,1829.29,127.29,3003.9700000000003
NorthProvidencetown,RI,32090,5456.7,32090,100.0,32321,526,93.8,59.32,2.77,1.81,652.53,1534.65,39.27,2226.4500000000003
Carlisleborough,PA,18419,3278.3,0,0.0,26151,391,94.32,49.68,2.42,1.99,452.46,2725.31,189.4,3367.17
Bensalemtownship,PA,56788,2745.7,56788,100.0,38488,623,92.3,59.83,3.05,2.11,720.18,2866.89,161.0,3748.0699999999997
Haywardcity,CA,111498,2476.9,111418,99.93,36058,688,95.03,51.52,2.82,2.67,1495.21,3867.57,343.46,5706.240000000001
CedarFallscity,IA,34298,1163.8,34298,100.0,28003,329,96.88,63.73,2.68,2.2,355.22,2580.51,14.68,2950.4100000000003
SouthPlainfieldborough,NJ,20489,2365.9,20489,100.0,51198,734,98.27,90.81,3.06,2.77,573.76,3911.99,132.77,4618.52
Wheelingvillage,IL,29911,3567.6,29911,100.0,39848,679,95.92,64.61,2.61,2.0,326.14,2286.22,19.57,2631.93
Nanticokecity,PA,12267,3376.7,12267,100.0,18974,285,92.6,60.48,2.5,2.05,383.27,1724.71,49.99,2157.97
Hopkinscity,MN,16534,3905.1,16534,100.0,29584,520,93.01,35.17,2.44,1.82,711.09,1711.66,44.05,2466.8
SouthRiverborough,NJ,13692,4687.1,13692,100.0,37998,611,96.49,71.28,2.76,2.51,552.84,1033.89,28.72,1615.45
Marlborotownship,NJ,27974,882.6,23549,84.18,70039,1001,95.95,94.56,3.29,2.8,317.74,1277.8,13.67,1609.21
Poughkeepsiecity,NY,28844,5410.8,28844,100.0,27606,522,90.56,40.2,2.47,2.29,1769.61,4097.33,585.33,6452.2699999999995
HainesCitycity,FL,11683,1407.6,0,0.0,20347,326,83.26,60.47,2.6,2.91,2292.67,6885.92,268.8,9447.39
SantaPaulacity,CA,25062,5260.7,0,0.0,31605,617,95.06,58.56,3.01,3.51,2002.09,2885.02,240.1,5127.21
Rentoncity,WA,41688,2476.7,41688,100.0,32393,489,94.68,48.52,2.53,2.03,1453.21,6990.3,246.34,8689.85
Portsmouthtown,RI,16857,701.1,13142,78.15,42474,714,87.26,72.11,2.75,2.45,267.88,786.16,11.65,1065.69
ElizabethCitycity,NC,14292,3043.4,0,0.0,16305,346,92.07,49.55,2.39,2.47,1611.42,4379.6,201.43,6192.450000000001
Walthamcity,MA,57878,4399.8,57878,100.0,38514,707,95.42,45.94,2.81,2.1,816.85,2029.41,43.57,2889.8300000000004
Southingtontown,CT,38518,1033.0,33788,87.72,47106,593,96.6,80.58,2.88,2.33,624.97,1926.77,28.53,2580.27
Monroviacity,CA,35761,2582.4,35758,100.0,35684,654,94.97,46.99,2.65,2.72,1103.75,2836.39,261.82,4201.96
WinterHavencity,FL,24725,1957.3,24725,100.0,23695,380,85.8,57.18,2.29,2.09,2390.13,8070.6,381.32,10842.05
EastPointcity,GA,34402,2413.2,34402,100.0,26787,461,85.34,49.67,2.57,2.54,2800.4,7292.45,943.48,11036.33
Beaumontcity,TX,114323,1378.4,114323,100.0,24495,370,88.45,60.01,2.65,2.42,2227.21,5921.31,582.83,8731.35
Centervillecity,UT,11500,1804.8,11500,100.0,42032,434,97.7,84.52,3.93,3.16,1242.1,1788.63,35.49,3066.22
EastHartfordtown,CT,50452,2702.4,50452,100.0,36584,574,95.62,59.52,2.61,2.17,821.6,2850.86,158.38,3830.84
Jaspercity,IN,10030,1162.5,0,0.0,31061,332,94.59,69.19,2.69,2.0,319.61,1744.13,9.13,2072.8700000000003
TintonFallsborough,NJ,12361,764.2,12361,100.0,51988,838,94.9,75.66,2.69,2.95,735.9,2222.72,37.55,2996.17
FortPaynecity,AL,11838,211.5,0,0.0,20518,287,91.2,69.17,2.51,2.31,482.19,3709.75,7.78,4199.719999999999
Palestinecity,TX,18042,1005.5,0,0.0,21427,367,86.13,63.85,2.62,2.74,1319.46,4467.93,182.36,5969.75
Noblesvillecity,IN,17655,1972.2,0,0.0,36652,474,93.29,63.86,2.89,2.16,370.72,2085.91,19.77,2476.4
Dixoncity,CA,10401,2642.5,0,0.0,36710,542,95.75,66.48,3.02,3.09,799.79,3981.77,120.4,4901.959999999999
Marysvillecity,CA,12324,3393.2,12324,100.0,21529,379,94.41,43.59,2.47,2.4,1208.19,5172.54,249.19,6629.919999999999
